user_id,page
15866,step4
347058,step4
577020,step4
780347,step4
383739,step4
383371,step4
681241,step4
76676,step4
823713,step4
245022,step4
658818,step4
52397,step4
459636,step4
650659,step4
254599,step4
379117,step4
822716,step4
211346,step4
305860,step4
354896,step4
911820,step4
816454,step4
982426,step4
877597,step4
444854,step4
341331,step4
895327,step4
896922,step4
980011,step4
119672,step4
975519,step4
866614,step4
481002,step4
757092,step4
734724,step4
53097,step4
263369,step4
178290,step4
964955,step4
721057,step4
107866,step4
423178,step4
880145,step4
34163,step4
780903,step4
898080,step4
279495,step4
338161,step4
521961,step4
761767,step4
804622,step4
672002,step4
316853,step4
943973,step4
452173,step4
810394,step4
281851,step4
49278,step4
959844,step4
153001,step4
658034,step4
701977,step4
183871,step4
204243,step4
746756,step4
666005,step4
565955,step4
281392,step4
420537,step4
447937,step4
260054,step4
937711,step4
47758,step4
395399,step4
143745,step4
28637,step4
729046,step4
277505,step4
70133,step4
975183,step4
494668,step4
870779,step4
262518,step4
153877,step4
157296,step4
124167,step4
352345,step4
158839,step4
768851,step4
120155,step4
597432,step4
878786,step4
546837,step4
392233,step4
833576,step4
623112,step4
132117,step4
620134,step4
687274,step4
38881,step4
97464,step4
385778,step4
293162,step4
105900,step4
530795,step4
756026,step4
677476,step4
912742,step4
855408,step4
666712,step4
14637,step4
364280,step4
402072,step4
779793,step4
229519,step4
166346,step4
765157,step4
909883,step4
582870,step4
561148,step4
524943,step4
739368,step4
887247,step4
231979,step4
866781,step4
228400,step4
773383,step4
10471,step4
718165,step4
50775,step4
51300,step4
34398,step4
804434,step4
816922,step4
846381,step4
310485,step4
582025,step4
696785,step4
53482,step4
941606,step4
359850,step4
466252,step4
450979,step4
933249,step4
538275,step4
271171,step4
165916,step4
379505,step4
899552,step4
113118,step4
12051,step4
79708,step4
104107,step4
44159,step4
689836,step4
423604,step4
437153,step4
809049,step4
521593,step4
481619,step4
845467,step4
557472,step4
310380,step4
447797,step4
680969,step4
852915,step4
96473,step4
4987,step4
180592,step4
44302,step4
750081,step4
109174,step4
648541,step4
663632,step4
602799,step4
560865,step4
780728,step4
244734,step4
357743,step4
18752,step4
863916,step4
781657,step4
615314,step4
701509,step4
842385,step4
867816,step4
731717,step4
939040,step4
497768,step4
863420,step4
913425,step4
430543,step4
972956,step4
19149,step4
230367,step4
872921,step4
456658,step4
248401,step4
196901,step4
635397,step4
146707,step4
126197,step4
823404,step4
126472,step4
412508,step4
92511,step4
457686,step4
951899,step4
340572,step4
420631,step4
401913,step4
215465,step4
813843,step4
54849,step4
767813,step4
848554,step4
726716,step4
841908,step4
851274,step4
613524,step4
145498,step4
355953,step4
20704,step4
783883,step4
715052,step4
136453,step4
495789,step4
560263,step4
285108,step4
394778,step4
222488,step4
686018,step4
444517,step4
368205,step4
957285,step4
407878,step4
835764,step4
815952,step4
238342,step4
719006,step4
432366,step4
261813,step4
952348,step4
940891,step4
122315,step4
844906,step4
721357,step4
990627,step4
699320,step4
246080,step4
551949,step4
812218,step4
272840,step4
500091,step4
775920,step4
246783,step4
992000,step4
355594,step4
739555,step4
722319,step4
604554,step4
818862,step4
705903,step4
358524,step4
746566,step4
909372,step4
423926,step4
396525,step4
639666,step4
624451,step4
638114,step4
983713,step4
831416,step4
470952,step4
457209,step4
63610,step4
977680,step4
503824,step4
8752,step4
485453,step4
10412,step4
79177,step4
670466,step4
646070,step4
26538,step4
144051,step4
334294,step4
458232,step4
777624,step4
548955,step4
487054,step4
993918,step4
161503,step4
184672,step4
623863,step4
730809,step4
700567,step4
158756,step4
341379,step4
841278,step4
931144,step4
103229,step4
592767,step4
651383,step4
905009,step4
791482,step4
810658,step4
594614,step4
828070,step4
368141,step4
152381,step4
168475,step4
774180,step4
63869,step4
711805,step4
364574,step4
3023,step4
588475,step4
939680,step4
767676,step4
43081,step4
318394,step4
611501,step4
982112,step4
293832,step4
886978,step4
501582,step4
576405,step4
393413,step4
247708,step4
697235,step4
899924,step4
160401,step4
468765,step4
992286,step4
879660,step4
727529,step4
804987,step4
509907,step4
959896,step4
279705,step4
352313,step4
289656,step4
330287,step4
872933,step4
754818,step4
589414,step4
246071,step4
658081,step4
897617,step4
794928,step4
384353,step4
266784,step4
411422,step4
468805,step4
198114,step4
790460,step4
593242,step4
863890,step4
555352,step4
191905,step4
550567,step4
541909,step4
267867,step4
158436,step4
967485,step4
914397,step4
676161,step4
402057,step4
946187,step4
221771,step4
405250,step4
478536,step4
881934,step4
512819,step4
411163,step4
573291,step4
925668,step4
488901,step4
380854,step4
881096,step4
67504,step4
377708,step4
741894,step4
827309,step4
851200,step4
882855,step4
272772,step4
743008,step4
