user_id,page
361004,step3
803719,step3
522385,step3
573464,step3
998653,step3
173059,step3
261713,step3
616942,step3
692262,step3
405613,step3
56628,step3
333774,step3
410361,step3
935596,step3
546234,step3
854237,step3
255200,step3
534555,step3
323645,step3
799190,step3
601434,step3
297464,step3
309161,step3
303059,step3
254693,step3
359499,step3
418448,step3
708943,step3
31710,step3
690204,step3
272529,step3
784749,step3
294655,step3
537363,step3
65532,step3
507929,step3
283105,step3
899082,step3
967567,step3
233303,step3
172890,step3
807333,step3
334436,step3
188330,step3
663457,step3
204996,step3
182601,step3
519526,step3
774383,step3
457990,step3
229027,step3
880428,step3
667308,step3
480466,step3
119288,step3
703108,step3
66489,step3
84940,step3
420387,step3
268036,step3
607644,step3
453722,step3
96785,step3
777004,step3
79175,step3
674211,step3
526946,step3
297499,step3
556949,step3
675409,step3
238552,step3
23096,step3
798613,step3
854964,step3
229559,step3
917903,step3
718804,step3
110284,step3
791565,step3
794968,step3
685201,step3
15579,step3
710463,step3
464635,step3
413031,step3
683074,step3
110113,step3
515248,step3
694249,step3
115777,step3
887705,step3
348241,step3
141572,step3
865565,step3
673728,step3
659580,step3
346003,step3
830184,step3
751127,step3
21694,step3
298465,step3
364116,step3
402368,step3
313354,step3
817610,step3
810801,step3
185597,step3
612304,step3
754752,step3
575129,step3
685482,step3
137272,step3
220289,step3
835061,step3
293832,step3
320618,step3
681070,step3
111356,step3
137025,step3
267187,step3
108354,step3
411565,step3
281628,step3
935867,step3
374731,step3
931290,step3
984168,step3
393231,step3
846972,step3
968474,step3
682936,step3
360196,step3
151978,step3
80187,step3
777709,step3
82037,step3
650470,step3
363925,step3
373313,step3
701789,step3
930866,step3
611922,step3
205032,step3
635354,step3
729186,step3
761922,step3
889460,step3
415992,step3
68480,step3
895121,step3
20185,step3
720883,step3
316970,step3
320767,step3
447576,step3
795530,step3
863641,step3
239180,step3
293106,step3
422702,step3
282384,step3
237745,step3
229410,step3
42953,step3
347484,step3
795103,step3
483264,step3
651100,step3
667566,step3
415313,step3
617259,step3
657364,step3
90919,step3
